ID,stress_score
TEST_0200,0.529723801254959
TEST_0201,0.6792750479083457
TEST_0202,0.39524852122268067
TEST_0203,0.18990533496851514
TEST_0204,0.4925260682525274
TEST_0205,0.7642249829744204
TEST_0206,0.35619902479204557
TEST_0207,0.561662900936202
TEST_0208,0.8396252694377352
TEST_0209,0.22471864716395093
TEST_0210,0.14182993179718187
TEST_0211,0.6143931191213134
TEST_0212,0.7327919113637157
TEST_0213,0.7969177200239448
TEST_0214,0.9049210783864529
TEST_0215,0.5133579294384222
TEST_0216,0.27211139894283165
TEST_0217,0.31415672720924487
TEST_0218,0.48349987476923106
TEST_0219,0.378872824714633
TEST_0220,0.23104893203254032
TEST_0221,0.5865393208322385
TEST_0222,0.5698597519853504
TEST_0223,0.5816761680772234
TEST_0224,0.37802184149810525
TEST_0225,0.4243624777455033
TEST_0226,0.4381434560408921
TEST_0227,0.5483493729318993
TEST_0228,0.7921889328319334
TEST_0229,0.40926838167965496
TEST_0230,0.5864625793518266
TEST_0231,0.42469659316410857
TEST_0232,0.4578085051781825
TEST_0233,0.5651201840942782
TEST_0234,0.4985016534107757
TEST_0235,0.9152311823854201
TEST_0236,0.5596243773732168
TEST_0237,0.44887312547974484
TEST_0238,0.5173387107997326
TEST_0239,0.7294944992320517
TEST_0240,0.16156031472541363
TEST_0241,0.8865170701353278
TEST_0242,0.2334478227736736
TEST_0243,0.6197202259266382
TEST_0244,0.4039036050521248
TEST_0245,0.931425076745481
TEST_0246,0.48315001306340666
TEST_0247,0.5678524311843416
TEST_0248,0.7091845604729146
TEST_0249,0.807082444797507
TEST_0250,0.2693484596173937
TEST_0251,0.5802596112483989
TEST_0252,0.5618556968392909
TEST_0253,0.35306493721108523
TEST_0254,0.40230341416504206
TEST_0255,0.43730899439422216
TEST_0256,0.04247196160103941
TEST_0257,0.661265244263306
TEST_0258,0.37709422127836495
TEST_0259,0.13419048758253835
TEST_0260,0.3100057057635898
TEST_0261,0.560057053570244
TEST_0262,0.43270325159627177
TEST_0263,0.930953643096172
TEST_0264,0.3092276435085599
TEST_0265,0.35309930774718745
TEST_0266,0.21057500160133966
TEST_0267,0.3220019648775497
TEST_0268,0.26571647871668663
TEST_0269,0.44051620499707994
TEST_0270,0.40474732034254646
TEST_0271,0.5240904831923098
TEST_0272,0.5531329442498655
TEST_0273,0.45197509570674244
TEST_0274,0.7623035356946095
TEST_0275,0.36858205662650995
TEST_0276,0.5672037959893267
TEST_0277,0.6466104579745331
TEST_0278,0.35084911036035726
TEST_0279,0.585990945505388
TEST_0280,0.6240732473999153
TEST_0281,0.5188614873272648
TEST_0282,0.5176801646164042
TEST_0283,0.7214362031008243
TEST_0284,0.37933887737465205
TEST_0285,0.4346489406694232
TEST_0286,0.8824883340252472
TEST_0287,0.3461318754588665
TEST_0288,0.4262281806220108
TEST_0289,0.48253765478060384
TEST_0290,0.9081326881691991
TEST_0291,0.5588550113821859
TEST_0292,0.6279092114226259
TEST_0293,0.5393639439622968
TEST_0294,0.6008627120045972
TEST_0295,0.5471325611181296
TEST_0296,0.26064517163244333
TEST_0297,0.343736920592537
TEST_0298,0.5681797897890756
TEST_0299,0.4498982438716242
TEST_0300,0.5777922640772738
TEST_0301,0.5594423159976294
TEST_0302,0.6673853137406098
TEST_0303,0.12044619144934463
TEST_0304,0.33573410187698655
TEST_0305,0.23535404053029835
TEST_0306,0.6155162276364563
TEST_0307,0.37039287685797356
TEST_0308,0.4536344753195041
TEST_0309,0.46788816638799974
TEST_0310,0.3381454220524798
TEST_0311,0.16371384575902187
TEST_0312,0.844904254088177
TEST_0313,0.23910351705036018
TEST_0314,0.8386407379487104
TEST_0315,0.5313562969013945
TEST_0316,0.4571330772801749
TEST_0317,0.42411738393485743
TEST_0318,0.605498702784633
TEST_0319,0.7993099557383998
TEST_0320,0.3579244778364856
TEST_0321,0.2836644416085733
TEST_0322,0.5646529365626878
TEST_0323,0.6347148939492487
TEST_0324,0.6327212719132173
TEST_0325,0.34796880770743227
TEST_0326,0.5574431130236995
TEST_0327,0.349749561521688
TEST_0328,0.5201159809000853
TEST_0329,0.4729269055248877
TEST_0330,0.7377406822031793
TEST_0331,0.6350792881798989
TEST_0332,0.548747248118117
TEST_0333,0.5349820122740163
TEST_0334,0.6005812648310125
TEST_0335,0.46590804568161936
TEST_0336,0.609852191083877
TEST_0337,0.33354040916032796
TEST_0338,0.9532087106533929
TEST_0339,0.46244126093559373
TEST_0340,0.7226067364867276
TEST_0341,0.4186439899411132
TEST_0342,0.3475876549791674
TEST_0343,0.32409033881583804
TEST_0344,0.20809352663865802
TEST_0345,0.6139017633556936
TEST_0346,0.4082415548077266
TEST_0347,0.6300760365015351
TEST_0348,0.7555371681295437
TEST_0349,0.3418681221374222
TEST_0350,0.47478914095122227
TEST_0351,0.8622702520259521
TEST_0352,0.4365603451004178
TEST_0353,0.2960048990161001
TEST_0354,0.775430962759816
TEST_0355,0.8140595818710792
TEST_0356,0.6673784164598547
TEST_0357,0.8390304737693555
TEST_0358,0.31457087940805456
TEST_0359,0.14432867974058436
TEST_0360,0.5943051993057442
TEST_0361,0.9091113209046419
TEST_0362,0.571086422805239
TEST_0363,0.18901750234093884
TEST_0364,0.34786702828200866
TEST_0365,0.15668418959593614
TEST_0366,0.36986597266160237
TEST_0367,0.5125137727391187
TEST_0368,0.47430433202651984
TEST_0369,0.6889497900539245
TEST_0370,0.21298349661428476
TEST_0371,0.3822557501148453
TEST_0372,0.5386714872569618
TEST_0373,0.40858390499937747
TEST_0374,0.5627859839209043
TEST_0375,0.10481984796129806
TEST_0376,0.5588702665840569
TEST_0377,0.20099612694071048
TEST_0378,0.7933655243415848
TEST_0379,0.377520010017365
TEST_0380,0.7428814029116784
TEST_0381,0.5099515542371535
TEST_0382,0.06443017853251418
TEST_0383,0.8236805915231862
TEST_0384,0.29008165793001084
TEST_0385,0.2751035445170631
TEST_0386,0.2776360572232342
TEST_0387,0.3711755523221026
TEST_0388,0.4729058097679718
TEST_0389,0.377465600790268
TEST_0390,0.3975660660723252
TEST_0391,0.5141651875332479
TEST_0392,0.29250226920302796
TEST_0393,0.2854694628321373
TEST_0394,0.08863126771925874
TEST_0395,0.5530032345317581
TEST_0396,0.2706772201151329
TEST_0397,0.5262598106341407
TEST_0398,0.04626219457995944
TEST_0399,0.4824275340562671
TEST_0400,0.4994042675636876
TEST_0401,0.6705820547602991
TEST_0402,0.3203164369666841
TEST_0403,0.4930483366528177
TEST_0404,0.17258747463142118
TEST_0405,0.394569736373661
TEST_0406,0.49676474832721024
TEST_0407,0.38373969489674953
TEST_0408,0.5691768197834068
TEST_0409,0.6601994720074958
TEST_0410,0.3391955205946268
TEST_0411,0.9808483957731602
TEST_0412,0.3375216906674155
TEST_0413,0.2716825225389101
TEST_0414,0.5534852661260428
TEST_0415,0.17879081421878187
TEST_0416,0.4850855924934522
TEST_0417,0.5450521568074601
TEST_0418,0.09882944364704019
TEST_0419,0.5749991042960537
TEST_0420,0.44786552105832866
TEST_0421,0.7566744306597167
TEST_0422,0.8457472834261123
TEST_0423,0.32849051054548334
TEST_0424,0.426440497661253
TEST_0425,0.6354740758526006
TEST_0426,0.5779736060929717
TEST_0427,0.3874297852215379
TEST_0428,0.5121967591997793
TEST_0429,0.6665315704327354
TEST_0430,0.13283035720387026
TEST_0431,0.47437105325432155
TEST_0432,0.2594346818979295
TEST_0433,0.9211955966970999
TEST_0434,0.6761664738020804
TEST_0435,0.44945593570647346
TEST_0436,0.13868758395030167
TEST_0437,0.1997259617573379
TEST_0438,0.21719533346327394
TEST_0439,0.030013271448149775
TEST_0440,0.5294631394907205
TEST_0441,0.41324898826108136
TEST_0442,0.5744257609397645
TEST_0443,0.9293105792236837
TEST_0444,0.3875699444380065
TEST_0445,0.18121887587224833
TEST_0446,0.5367666541330757
TEST_0447,0.4820105852341578
TEST_0448,0.11031663066576286
TEST_0449,0.3508381710681359
TEST_0450,0.48797295273474195
TEST_0451,0.41546268680812065
TEST_0452,0.6494685436268303
TEST_0453,0.5012907698962479
TEST_0454,0.6149632947047584
TEST_0455,0.5073986702827653
TEST_0456,0.740999122215925
TEST_0457,0.2726480446695649
TEST_0458,0.7511954040323385
TEST_0459,0.49962251574975003
TEST_0460,0.9175739892276421
TEST_0461,0.5565690389202651
TEST_0462,0.47673596519250544
TEST_0463,0.39901433540122977
TEST_0464,0.17822632015866013
TEST_0465,0.6551761932252003
TEST_0466,0.8351466018522573
TEST_0467,0.6642061481632696
TEST_0468,0.6050889127043042
TEST_0469,0.4976348064223011
TEST_0470,0.6716093653492752
TEST_0471,0.8064433857281756
TEST_0472,0.20244901871526336
TEST_0473,0.4693200486428899
TEST_0474,0.5658540318794295
TEST_0475,0.334527187976488
TEST_0476,0.8810145878149949
TEST_0477,0.4465050614469192
TEST_0478,0.1124034365872318
TEST_0479,0.7240224761499972
TEST_0480,0.48335744296667915
TEST_0481,0.16524835100158464
TEST_0482,0.19053546221330758
TEST_0483,0.5503948639246328
TEST_0484,0.16392477713241746
TEST_0485,0.712539727329605
TEST_0486,0.3943474550286202
TEST_0487,0.6801709636946497
TEST_0488,0.7849355066082381
TEST_0489,0.4541603658470147
TEST_0490,0.796111456977787
TEST_0491,0.14186481774276669
TEST_0492,0.6591587789449684
TEST_0493,0.4367794331010787
TEST_0494,0.5067834743396817
TEST_0495,0.38753563810669056
TEST_0496,0.31684880015685735
TEST_0497,0.406337893915248
TEST_0498,0.8976965809789376
TEST_0499,0.22104919790573602
TEST_0500,0.2568606749162249
TEST_0501,0.4020615576805974
TEST_0502,0.5354361094616602
TEST_0503,0.3711884486933781
TEST_0504,0.7468357823728529
TEST_0505,0.2927044893466572
TEST_0506,0.5986277609423282
TEST_0507,0.4024306698461825
TEST_0508,0.680234018331449
TEST_0509,0.37316900441197387
TEST_0510,0.41775909545580797
TEST_0511,0.36981573057705963
TEST_0512,0.48826456627403403
TEST_0513,0.8710843790940964
TEST_0514,0.33507401828079875
TEST_0515,0.5033605666131816
TEST_0516,0.6414609292953244
TEST_0517,0.2733281148375146
TEST_0518,0.6226106691901745
TEST_0519,0.11905802399239884
TEST_0520,0.39748511972341916
TEST_0521,0.3736018287627328
TEST_0522,0.5550314740689414
TEST_0523,0.7409444746554801
TEST_0524,0.2813785111957196
TEST_0525,0.23997083541656616
TEST_0526,0.21459514671568086
TEST_0527,0.5876012490227025
TEST_0528,0.4896903972601785
TEST_0529,0.4106573523996161
TEST_0530,0.7906383797458229
TEST_0531,0.37167116822097523
TEST_0532,0.5877658230199503
TEST_0533,0.6801742977495674
TEST_0534,0.2914098462125578
TEST_0535,0.3333498360225708
TEST_0536,0.5866841544780041
TEST_0537,0.01528432015156642
TEST_0538,0.4380977679160213
TEST_0539,0.7028430152779812
TEST_0540,0.9414566661088722
TEST_0541,0.6238721593505199
TEST_0542,0.6687010730712977
TEST_0543,0.6286641948843308
TEST_0544,0.19641544591893875
TEST_0545,0.5001739378809431
TEST_0546,0.3968807524435046
TEST_0547,0.7588474262640509
TEST_0548,0.47909796918101194
TEST_0549,0.353179135154429
TEST_0550,0.17108021694170994
TEST_0551,0.31349287095748846
TEST_0552,0.15055621953511342
TEST_0553,0.345622733375077
TEST_0554,0.3325683859272318
TEST_0555,0.32980558522632153
TEST_0556,0.3872698559378486
TEST_0557,0.43355416988154594
TEST_0558,0.6076513701794104
TEST_0559,0.34276522566669365
TEST_0560,0.48833695212877865
TEST_0561,0.5184429005217169
TEST_0562,0.37943230206717005
TEST_0563,0.5581658042866993
TEST_0564,0.6299830488093623
TEST_0565,0.3248620416858264
TEST_0566,0.506929135390673
TEST_0567,0.33552760373279655
TEST_0568,0.5805290155745446
TEST_0569,0.08967077873439028
TEST_0570,0.7780980644428572
TEST_0571,0.4180525024112078
TEST_0572,0.6396675323418919
TEST_0573,0.7146581293404582
TEST_0574,0.20707554908144246
TEST_0575,0.37278680267596914
TEST_0576,0.7763755146830316
TEST_0577,0.2077988534525709
TEST_0578,0.4693322985822204
TEST_0579,0.6129751744099523
TEST_0580,0.47308817759681804
TEST_0581,0.5726364355784856
TEST_0582,0.4620705236301074
TEST_0583,0.5399161722718063
TEST_0584,0.38610335761706605
TEST_0585,0.5094212820338495
TEST_0586,0.7095623009054515
TEST_0587,0.6063145234013518
TEST_0588,0.5315035674350369
TEST_0589,0.414360722196622
TEST_0590,0.5801845993335742
TEST_0591,0.027800841285897184
TEST_0592,0.512059926039469
TEST_0593,0.4061422974850524
TEST_0594,0.6766372525789929
TEST_0595,0.899270247466328
TEST_0596,0.527482800428629
TEST_0597,0.6016866069455225
TEST_0598,0.5075741793657683
TEST_0599,0.5896080722243596
TEST_0600,0.2782329594675639
TEST_0601,0.3092578538293324
TEST_0602,0.30436860177715885
TEST_0603,0.3953048120633862
TEST_0604,0.4547163213890786
TEST_0605,0.3889035349197193
TEST_0606,0.3843544347277779
TEST_0607,0.7128443145162277
TEST_0608,0.6766019110057003
TEST_0609,0.42023096207581295
TEST_0610,0.15814787875310102
TEST_0611,0.4835316952910287
TEST_0612,0.4086595140570295
TEST_0613,0.22884595283582104
TEST_0614,0.6558683565475043
TEST_0615,0.7482422236867113
TEST_0616,0.3362376104471876
TEST_0617,0.6814544933531453
TEST_0618,0.7539530296343986
TEST_0619,0.8824883340252472
TEST_0620,0.7503286991964471
TEST_0621,0.236701300640221
TEST_0622,0.6560876890183929
TEST_0623,0.712646082063895
TEST_0624,0.5408091183957096
TEST_0625,0.32403136981580927
TEST_0626,0.2675036269467441
TEST_0627,0.0931340497022316
TEST_0628,0.6468854249490136
TEST_0629,0.40714996269679643
TEST_0630,0.4396363708203972
TEST_0631,0.8343680781869758
TEST_0632,0.6748537455343033
TEST_0633,0.0986170023660621
TEST_0634,0.5109212874238348
TEST_0635,0.44694418251105605
TEST_0636,0.5202684629270282
TEST_0637,0.452296793569186
TEST_0638,0.7043438648984311
TEST_0639,0.47151464923270636
TEST_0640,0.2840883065848464
TEST_0641,0.7706706688407271
TEST_0642,0.6790557767397037
TEST_0643,0.6863503340347321
TEST_0644,0.6318503838381999
TEST_0645,0.3232197020157097
TEST_0646,0.31496917892914295
TEST_0647,0.4952437709442886
TEST_0648,0.2333961971419934
TEST_0649,0.3014369092120805
TEST_0650,0.2834935108707155
TEST_0651,0.47068612459789855
TEST_0652,0.46999375405149746
TEST_0653,0.4073131184221208
TEST_0654,0.2160410902643812
TEST_0655,0.3901475311075677
TEST_0656,0.5765653056378441
TEST_0657,0.7613776650723297
TEST_0658,0.3515194868433582
TEST_0659,0.4409794839525609
TEST_0660,0.4884808002893103
TEST_0661,0.5458590480121399
TEST_0662,0.594176216843227
TEST_0663,0.6821522141630239
TEST_0664,0.7703108915338555
TEST_0665,0.6355183186781022
TEST_0666,0.3519155950511941
TEST_0667,0.43804819464228717
TEST_0668,0.47863348931489735
TEST_0669,0.3139673282390685
TEST_0670,0.22604415506849648
TEST_0671,0.3953152281939918
TEST_0672,0.37324411939684515
TEST_0673,0.4015782048239727
TEST_0674,0.4434857873031961
TEST_0675,0.6217440046385708
TEST_0676,0.5454156134324274
TEST_0677,0.48583126806572247
TEST_0678,0.6229788744891487
TEST_0679,0.09721963200512482
TEST_0680,0.6316529314078663
TEST_0681,0.7301077661920712
TEST_0682,0.6333938201975051
TEST_0683,0.5376743823904843
TEST_0684,0.4392234434484437
TEST_0685,0.35183789901690876
TEST_0686,0.5595178214658758
TEST_0687,0.8280486053238354
TEST_0688,0.19038622829440782
TEST_0689,0.6272549768608189
TEST_0690,0.699712458717607
TEST_0691,0.23652119049709963
TEST_0692,0.448536320432157
TEST_0693,0.6798489857396228
TEST_0694,0.7425379944773243
TEST_0695,0.5008447284993119
TEST_0696,0.3973177301880573
TEST_0697,0.7727796250963961
TEST_0698,0.526009951609347
TEST_0699,0.6255973300225466
TEST_0700,0.5428671349690195
TEST_0701,0.5087839232975606
TEST_0702,0.8093011467382121
TEST_0703,0.21199777161588013
TEST_0704,0.5320260340763303
TEST_0705,0.7611831203807883
TEST_0706,0.8480328287248958
TEST_0707,0.3339106218212949
TEST_0708,0.4603516308485003
TEST_0709,0.2065798293609348
TEST_0710,0.8009142881902214
TEST_0711,0.42305181066800845
TEST_0712,0.6671223025351584
TEST_0713,0.3608804848565897
TEST_0714,0.29068692116810235
TEST_0715,0.6310757795421235
TEST_0716,0.3931300552979885
TEST_0717,0.40213053581061964
TEST_0718,0.4096852482851983
TEST_0719,0.619045315426785
TEST_0720,0.37772251749799973
TEST_0721,0.42096349289046336
TEST_0722,0.5858444826396902
TEST_0723,0.6344017683591014
TEST_0724,0.44368385860269005
TEST_0725,0.8666226989432099
TEST_0726,0.41635408254607476
TEST_0727,0.41470121261116794
TEST_0728,0.39524541524555096
TEST_0729,0.5728265950404828
TEST_0730,0.648525661549005
TEST_0731,0.20069743912396187
TEST_0732,0.3429129196952671
TEST_0733,0.4599641903581227
TEST_0734,0.4645681929973183
TEST_0735,0.6098757875252218
TEST_0736,0.6794454437699391
TEST_0737,0.278646111093414
TEST_0738,0.705924411186576
TEST_0739,0.9298999836620191
TEST_0740,0.5733567686839812
TEST_0741,0.508667800433976
TEST_0742,0.4819919886075697
TEST_0743,0.2732796949459003
TEST_0744,0.5095453743930057
TEST_0745,0.49901420468200364
TEST_0746,0.3982220309724634
TEST_0747,0.812716215160099
TEST_0748,0.7892892657133411
TEST_0749,0.31366668632989375
TEST_0750,0.6226106691901745
TEST_0751,0.34983797452158316
TEST_0752,0.4720333862916059
TEST_0753,0.4033321666741156
TEST_0754,0.40553530111893316
TEST_0755,0.43523233174158704
TEST_0756,0.7432695485898742
TEST_0757,0.6123055282936108
TEST_0758,0.12122562554067869
TEST_0759,0.14759239245110356
TEST_0760,0.6893664349677202
TEST_0761,0.7169634906782025
TEST_0762,0.3676431082121921
TEST_0763,0.9782916438593702
TEST_0764,0.4631659184600647
TEST_0765,0.5974723865563413
TEST_0766,0.6586542310137915
TEST_0767,0.36582851782332065
TEST_0768,0.2612421079251576
TEST_0769,0.5032212172406142
TEST_0770,0.6191322843958827
TEST_0771,0.4306415981814821
TEST_0772,0.4144740146943168
TEST_0773,0.4182318036581947
TEST_0774,0.32637920042083984
TEST_0775,0.4143620786632153
TEST_0776,0.6934339694579522
TEST_0777,0.3946730166580318
TEST_0778,0.563982042305022
TEST_0779,0.36014622086862563
TEST_0780,0.4273378361627874
TEST_0781,0.4764377634236098
TEST_0782,0.27105439047144286
TEST_0783,0.8169380270272382
TEST_0784,0.6176066317455273
TEST_0785,0.9086750311840309
TEST_0786,0.43770050131844157
TEST_0787,0.6700222460396212
TEST_0788,0.45084195903643565
TEST_0789,0.5829295587090513
TEST_0790,0.5561774096119142
TEST_0791,0.38646844178751194
TEST_0792,0.641309962935067
TEST_0793,0.5420953256555207
TEST_0794,0.39719687003362086
TEST_0795,0.798633124517927
TEST_0796,0.6143931191213134
TEST_0797,0.5032234702411467
TEST_0798,0.4441653478591969
TEST_0799,0.24241511350619657
TEST_0800,0.5775132006513678
TEST_0801,0.2796252479452052
TEST_0802,0.513422837937968
TEST_0803,0.3978599388026043
TEST_0804,0.6381314085227205
TEST_0805,0.12199395718660898
TEST_0806,0.6366780750284831
TEST_0807,0.7019121371239095
TEST_0808,0.73516555250668
TEST_0809,0.5809458939496817
TEST_0810,0.8446025934681023
TEST_0811,0.5940831610142506
TEST_0812,0.5507904995265096
TEST_0813,0.7224779246005553
TEST_0814,0.7126682606982858
TEST_0815,0.5618194711462845
TEST_0816,0.5589157388242216
TEST_0817,0.9699458048754629
TEST_0818,0.8438682908760994
TEST_0819,0.6541167303206594
TEST_0820,0.39382439424251225
TEST_0821,0.4012469513954757
TEST_0822,0.4299003669935501
TEST_0823,0.4655990968394427
TEST_0824,0.6744262327999246
TEST_0825,0.8842270046018779
TEST_0826,0.5004429552936639
TEST_0827,0.6023244573958955
TEST_0828,0.5641990301500572
TEST_0829,0.3584879360855642
TEST_0830,0.1357101735333624
TEST_0831,0.8704815447690131
TEST_0832,0.2697310867901041
TEST_0833,0.2405941507889594
TEST_0834,0.787842219402942
TEST_0835,0.7021255670950164
TEST_0836,0.5002368486794075
TEST_0837,0.5524170583780846
TEST_0838,0.02008744633430452
TEST_0839,0.466176875467981
TEST_0840,0.8907638614892429
TEST_0841,0.2082941975264498
TEST_0842,0.8632620256231117
TEST_0843,0.17093546628616638
TEST_0844,0.39461994848513066
TEST_0845,0.4540039822502525
TEST_0846,0.5411699387140726
TEST_0847,0.6361834859604589
TEST_0848,0.09875651551595156
TEST_0849,0.31655954687179083
TEST_0850,0.3741801372247765
TEST_0851,0.807926327595701
TEST_0852,0.7830829777523396
TEST_0853,0.40884769352238265
TEST_0854,0.41874406555571864
TEST_0855,0.4542269466377974
TEST_0856,0.5710032549902976
TEST_0857,0.5797366263288954
TEST_0858,0.32405704735238416
TEST_0859,0.5100554372810578
TEST_0860,0.857718362925135
TEST_0861,0.6208912235623911
TEST_0862,0.6729925823928553
TEST_0863,0.35641281007776543
TEST_0864,0.8134295943878886
TEST_0865,0.6827183570399535
TEST_0866,0.4878348732143944
TEST_0867,0.29524519621990286
TEST_0868,0.5498859332783239
TEST_0869,0.2766165863659607
TEST_0870,0.4728671242317181
TEST_0871,0.7222694464563536
TEST_0872,0.5795693988000763
TEST_0873,0.16677202086385545
TEST_0874,0.4345868019429053
TEST_0875,0.33859663872774454
TEST_0876,0.335034172272527
TEST_0877,0.2452584667230355
